result_04,team_04,name_04,position_04,champion_id_04,kda_04,kill_influence_04,id,result_05,team_05,name_05,position_05,champion_id_05,kda_05,kill_influence_05,result_14,team_14,name_14,position_14,champion_id_14,kda_14,kill_influence_14,result_15,team_15,name_15,position_15,champion_id_15,kda_15,kill_influence_15
1,0,XDXDMYBAD,4,523,1.67,0.75,1144,1,0,판다의대나무먹방,5,902,2.4,0.75,0,1,생사불명,4,429,14.0,0.6,0,1,황포강을 뛰다,5,111,2.8,0.6
1,0,피곤한 탕수육,4,202,0.17,0.11,1145,1,0,상처꽃,5,497,1.67,0.11,0,1,전설이 될 남자,4,236,4.5,0.21,0,1,소년가장 원딜,5,53,3.0,0.21
1,0,G2 Zoro,4,119,0.75,0.31,1146,1,0,신이 되는 길요,5,111,2.22,0.31,0,1,Vyan,4,81,2.62,0.41,0,1,Lotsoo,5,12,1.43,0.41
1,0,포소포소,4,18,2.0,0.52,1147,1,0,사랑감기에 실려1,5,412,2.97,0.52,0,1,upload,4,145,6.33,0.59,0,1,Som is cute,5,111,1.43,0.59
1,0,앤 쥐,4,51,2.12,0.89,1148,1,0,se1f,5,412,1.5,0.89,0,1,smlsmlsmlsml,4,18,3.2,0.59,0,1,humzh,5,53,9.67,0.59
1,0,TolanD23,4,134,11.0,0.61,1151,1,0,T1 Gumayusi,5,235,21.0,0.61,0,1,qwehzcjkgweajkaz,4,360,5.0,0.19,0,1,HLE Duro,5,526,2.25,0.19
0,0,Focalors333,4,145,9.0,0.36,1153,0,0,Pizano,5,497,5.0,0.36,1,1,TolanD23,4,115,2.2,0.72,1,1,JeongHoon Lee,5,432,1.04,0.72
0,0,NS OddEye,4,235,2.33,0.28,1154,0,0,Rascal,5,12,0.71,0.28,1,1,TolanD23,4,498,0.83,0.67,1,1,QianBenYing1,5,497,0.73,0.67
0,0,LiZhenHaoUZx04,4,523,3.5,0.65,1157,0,0,맛있게지기,5,111,7.0,0.65,1,1,아베다게,4,81,0.0,0.25,1,1,G2 Smoker,5,526,0.5,0.25
1,0,문지르기,4,360,0.1,0.59,1158,1,0,Slow pIay,5,12,0.57,0.59,0,1,쿨탱이,4,81,0.62,0.68,0,1,szpt,5,99,0.83,0.68
0,0,해라단디,4,15,7.33,0.77,1159,0,0,멍멍이멍뭉이멈무,5,53,3.5,0.77,1,1,누가 최고야,4,222,2.0,0.33,1,1,Dorian3,5,412,6.0,0.33
1,0,또이또인간,4,29,11.5,0.51,1160,1,0,TraytoN,5,497,7.5,0.51,0,1,pig컬,4,51,1.67,0.87,0,1,핑찍으면대충함,5,235,1.31,0.87
1,0,매일운동하는사람,4,498,2.0,0.49,1161,1,0,Mid Pungyeon,5,497,6.0,0.49,0,1,7538,4,145,1.0,0.65,0,1,또이또인간,5,25,11.0,0.65
0,0,7538,4,222,6.0,0.71,1163,0,0,BRO A SUP,5,497,2.43,0.71,1,1,йeKOL,4,202,2.57,0.73,1,1,모딱민,5,43,9.0,0.73
1,0,Envywhy,4,222,1.5,0.49,1164,1,0,협곡피아니스트,5,235,9.0,0.49,0,1,iosabdiusabid,4,81,0.5,0.16,0,1,키코하,5,50,13.0,0.16
1,0,Life ls Fast,4,145,14.0,0.48,1165,1,0,Noesjby,5,111,6.67,0.48,0,1,해라단디,4,81,3.0,0.32,0,1,kakaxi7,5,526,2.88,0.32
0,0,hbzb,4,221,4.32,0.97,1166,0,0,wuuf wuuf,5,526,16.0,0.97,1,1,뚱땡뚱땡뚱,4,222,3.0,0.37,1,1,할까말까할땐할까,5,111,3.67,0.37
0,0,apex1v1solo,4,221,1.86,0.21,1167,0,0,Harambe,5,432,1.6,0.21,1,1,아프리카 러밀,4,115,1.38,0.79,1,1,hyena06,5,526,1.5,0.79
0,0,Bba,4,429,2.0,0.56,1168,0,0,BRO A JUG,5,12,3.4,0.56,1,1,Lucky WhaleShark,4,523,1.17,0.47,1,1,마음은멈춘물과같,5,526,3.0,0.47
1,0,아이린,4,498,5.5,0.36,1169,1,0,chaliwang,5,497,1.75,0.36,0,1,비아비아 ,4,145,3.6,0.49,0,1,마음은멈춘물과같,5,526,3.0,0.49
1,0,최기명,4,523,4.0,0.29,1171,1,0,후회 첫날,5,432,1.0,0.29,0,1,CrazyCat33,4,222,0.33,0.21,0,1,Lucky WhaleShark,5,53,3.5,0.21
1,0,qi9zkqi,4,429,0.92,0.28,1172,1,0,Som is cute,5,111,1.1,0.28,0,1,오징오뀨,4,22,3.0,0.88,0,1,하루카,5,57,6.55,0.88
0,0,근용그뇽크뇽크롱,4,81,2.89,0.75,1173,0,0,I이경우,5,12,1.5,0.75,1,1,아프리카 러밀,4,145,3.75,0.64,1,1,Shire Reeve,5,53,2.75,0.64
0,0,G2 Humanoid,4,22,16.0,0.25,1174,0,0,초카와이나나쿤,5,902,2.0,0.25,1,1,Gen G Ruler,4,895,2.33,0.8,1,1,BRO A SUP,5,497,1.0,0.8
1,0,아프리카 러밀,4,145,4.5,0.6,1175,1,0,godeppin,5,526,1.39,0.6,0,1,Chang Min ,4,69,1.67,0.29,0,1,mi yun bu yu,5,497,1.33,0.29
0,0,수라마검,4,429,2.25,0.48,1176,0,0,협곡피아니스트,5,111,5.75,0.48,1,1,ToongE,4,145,1.33,0.21,1,1,13434023,5,12,0.67,0.21
1,0,Lactea Rx,4,15,1.0,0.48,1177,1,0,먹고살게해주세요,5,12,3.25,0.48,0,1,거듭 공격하다,4,145,7.0,0.77,0,1,weioai,5,526,5.3,0.77
1,0,Jchu,4,145,1.25,0.48,1178,1,0,20chuan dou pi,5,111,2.83,0.48,0,1,FA Kingdom,4,236,1.88,0.45,0,1,SOODANGKlM,5,555,1.38,0.45
1,0,두 번째 화살,4,895,1.06,0.53,1181,1,0,mi yun bu yu,5,16,1.29,0.53,0,1,Cloud nine0,4,81,2.0,0.24,0,1,황포강을 뛰다,5,43,22.0,0.24
1,0,요플래,4,115,1.14,0.88,1182,1,0,JeongHoon Lee,5,432,7.0,0.88,0,1,모든것을극한으로,4,51,4.0,0.87,0,1,Rikishi,5,235,2.5,0.87
1,0,관 구 모,4,360,0.25,0.21,1184,1,0,Pizano,5,53,2.33,0.21,0,1,난 숙제할것이요,4,202,8.0,0.69,0,1,쨩구마을,5,497,1.0,0.69
0,0,XDXDMYBAD,4,523,5.25,0.97,1185,0,0,JeongHoon Lee,5,412,2.43,0.97,1,1,쿨탱이,4,222,3.0,0.32,1,1,Lotsoo,5,12,2.14,0.32
1,0,집공 방관 미포,4,21,9.0,0.95,1186,1,0,thinkkk,5,12,0.0,0.95,0,1,dxyyyds,4,145,9.0,0.77,0,1,러 러,5,154,1.0,0.77
1,0,아프리카 러밀,4,115,0.71,0.68,1187,1,0,huyaqingchen,5,497,0.33,0.68,0,1,Envywhy,4,222,1.11,0.27,0,1,BRO A SUP,5,902,9.0,0.27
0,0,KT Way1,4,145,0.0,0.32,1188,0,0,Kim Sang Hoon,5,526,9.0,0.32,1,1,나 유준인데,4,15,0.5,0.15,1,1,kk2dd,5,12,1.75,0.15
0,0,Yep1ggy,4,145,7.0,0.33,1189,0,0,Want To B1 Young,5,12,1.24,0.33,1,1,전설이 될 남자,4,236,1.0,0.48,1,1,Dorian3,5,201,6.2,0.48
0,0,졸귀뽀시,4,145,5.5,0.24,1194,0,0,Chu성훈,5,12,2.5,0.24,1,1,Like 1999,4,498,1.75,0.6,1,1,hyena06,5,526,7.67,0.6
0,0,아이고오오오오오,4,523,1.36,0.21,1196,0,0,긍정적인시선,5,53,5.0,0.21,1,1,결 혼,4,51,4.83,0.2,1,1,호쇼마린 유튜브,5,432,1.67,0.2
0,0,Vetheo1,4,145,0.33,0.16,1197,0,0,sanghyxxn,5,12,9.0,0.16,1,1,LiZhenHaoUZx04,4,222,4.0,0.36,1,1,아 히 짱,5,412,13.67,0.36
1,0,LiZhenHaoUZx04,4,429,8.5,0.35,1198,1,0,mv6,5,888,8.0,0.35,0,1,piop5,4,236,6.2,0.48,0,1,T1JaceylovEUzi신,5,526,2.2,0.48
0,0,문지르기,4,222,0.5,0.48,1199,0,0,050918,5,223,0.5,0.48,1,1,wkeitj,4,895,1.0,0.36,1,1,Moham12345,5,497,0.5,0.36
0,0,xycg,4,895,3.0,0.37,1200,0,0,aowamzosq,5,497,4.6,0.37,1,1,xrdeokdam,4,18,15.0,0.73,1,1,Seven,5,526,2.57,0.73
0,0,wkeitj,4,119,5.6,0.75,1201,0,0,Seven,5,526,3.0,0.75,1,1,LSB Diable,4,145,1.5,0.87,1,1,그아아아아아아악,5,497,1.7,0.87
0,0,Shadow Nia,4,145,0.29,0.43,1203,0,0,BRO Pollu,5,526,6.78,0.43,1,1,wkeitj,4,429,0.88,0.21,1,1,C9 Berserker,5,888,3.5,0.21
0,0,daoxinwengu1,4,429,2.0,0.76,1204,0,0,xiaocann,5,12,4.75,0.76,1,1,C9 Berserker,4,81,4.4,0.36,1,1,Let me sup,5,526,4.8,0.36
0,0,xiaocann,4,145,1.4,0.24,1205,0,0,Let me sup,5,526,4.25,0.24,1,1,qasdzxcvewz,4,18,1.0,0.32,1,1,HLE Pooh,5,12,14.0,0.32
0,0,qingbaoOVO,4,498,10.0,0.27,1206,0,0,Let u in,5,12,0.2,0.27,1,1,HLE Pyeonsik,4,429,3.0,0.53,1,1,Let me sup,5,526,6.0,0.53
1,0,쿠크다스맛커피,4,498,1.5,0.21,1207,1,0,정훈이의 모험,5,518,1.0,0.21,0,1,NS OddEye,4,145,10.0,0.37,0,1,lactea420,5,497,4.0,0.37
1,0,카와이 뽀시,4,221,6.0,0.37,1208,1,0,HLE Duro,5,111,0.67,0.37,0,1,city walk1,4,145,1.0,0.67,0,1,Let me sup,5,526,10.0,0.67
0,0,채팅참기챌린지,4,145,0.44,0.24,1209,0,0,BRO Pollu,5,12,1.14,0.24,1,1,BRO Enosh,4,429,1.0,0.92,1,1,광동귀환,5,526,7.31,0.92
1,0,아프리카 러밀,4,498,4.67,0.51,1210,1,0,염소 그리핀,5,497,5.67,0.51,0,1,창원 대학병원,4,145,0.2,0.17,0,1,Kim Sang Hoon,5,526,0.86,0.17
0,0,아뜨거벤탱이,4,202,1.67,0.28,1211,0,0,Kim Sang Hoon,5,518,2.4,0.28,1,1,아프리카 러밀,4,498,3.75,0.29,1,1,hyena06,5,526,9.0,0.29
0,0,뀨뀨꺄꺄꺄뀨꺄뀨,4,221,8.0,0.11,1212,0,0,xxcxxcxx,5,497,0.5,0.11,1,1,맏 자,4,145,1.5,0.32,1,1,Most One Teemo,5,555,1.67,0.32
0,0,Bba,4,15,6.75,0.35,1213,0,0,HLE Lure,5,497,1.0,0.35,1,1,sensensen,4,115,2.17,0.29,1,1,Happynewyear1,5,235,1.43,0.29
1,0,haoyunpupu,4,429,7.0,0.59,1215,1,0,혀빈이,5,201,0.67,0.59,0,1,iins,4,145,2.67,0.65,0,1,Let me sup,5,526,3.0,0.65
0,0,광팔햄,4,429,1.25,0.52,1216,0,0,벨베슥,5,200,2.17,0.52,0,1,hayunpupu,4,15,4.0,0.61,0,1,sunghyuk39,5,53,3.75,0.61
1,0,김민교 수제자,4,69,0.91,0.27,1217,1,0,Mla3,5,497,1.29,0.27,0,1,다시한번1,4,110,8.67,0.6,0,1,C9 ZVENN,5,12,1.1,0.6
1,0,비호감 원딜러,4,236,6.5,0.57,1218,1,0,DK Walrus,5,497,3.67,0.57,0,1,qacewdqfaa,4,222,2.29,0.44,0,1,choice2,5,526,3.17,0.44
1,0,쪼로니,4,51,1.44,0.69,1221,1,0,선제공격 카르마,5,43,2.0,0.69,0,1,fengyueovo,4,202,1.5,0.72,0,1,날개 크리보Lv1,5,74,1.33,0.72
1,0,Hero In Warlike,4,498,2.83,0.81,1222,1,0,yangleduo,5,526,4.0,0.81,0,1,aguante,4,145,2.4,0.87,0,1,1stGungle,5,497,2.34,0.87
1,0,HLE Pyeonsik,4,360,3.8,0.63,1224,1,0,호랑이가될남자,5,526,7.75,0.63,0,1,카타형,4,81,2.2,0.81,0,1,19alice,5,201,1.56,0.81
1,0,HLE Pyeonsik,4,145,0.56,0.49,1225,1,0,afreeca 김태연 ,5,53,3.75,0.49,0,1,PS SID,4,119,3.0,0.31,0,1,qingshu y,5,89,1.71,0.31
0,0,Lactea Rx,4,145,2.1,0.93,1226,0,0,할까말까할땐할까,5,111,1.8,0.93,1,1,underdog3,4,498,4.0,0.23,1,1,카르마 룰루,5,117,1.33,0.23
0,0,슈퍼빅고수,4,429,1.42,0.61,1227,0,0,se1f,5,412,1.0,0.61,1,1,사쿠란보,4,163,1.6,0.4,1,1,HLE Pooh,5,526,0.67,0.4
0,0,RATRATRATRATRAT,4,31,5.0,0.23,1228,0,0,chuyankled,5,12,0.56,0.23,1,1,yucca입니다,4,498,1.04,0.63,1,1,xinrusishui,5,497,1.0,0.63
1,0,qacewdqfaa,4,498,4.4,0.8,1230,1,0,세나쓰레기챔,5,497,3.33,0.8,0,1,하지원하정우,4,15,2.88,0.77,0,1,xiangzuohao,5,526,2.62,0.77
0,0,pig컬,4,15,7.5,0.24,1231,0,0,DK 에이스,5,12,2.5,0.24,1,1,Izichi,4,145,0.67,0.17,1,1,랜드 브,5,63,5.5,0.17
1,0,jusaka,4,145,1.1,0.96,1232,1,0,hongkong d011,5,526,6.0,0.96,0,1,Ego Battle,4,429,0.67,0.17,0,1,DRX Opdat,5,44,6.0,0.17
0,0,Ego Battle,4,145,6.67,0.44,1235,0,0,Daiki Aomine,5,64,0.78,0.44,1,1,fengyueovo,4,360,2.86,0.85,1,1,렐복치,5,526,2.0,0.85
0,0,일광맨,4,81,5.15,0.77,1237,0,0,kwise,5,412,4.6,0.77,1,1,lactea420,4,51,0.6,0.37,1,1,DODARI,5,432,0.9,0.37
0,0,집공 방관 미포,4,21,0.5,0.36,1238,0,0,Jinjt de juren,5,526,2.22,0.36,1,1,Lucky WhaleShark,4,115,1.85,0.97,1,1,원챔유저세나,5,235,2.6,0.97
0,0,요리조리요리조리,4,15,1.17,0.17,1241,0,0,wmy,5,111,0.2,0.17,1,1,언제나 그랬듯,4,81,2.75,0.75,1,1,wjw,5,53,9.0,0.75
1,0,못난이 원딜,4,202,19.67,0.48,1242,1,0,channeling,5,12,3.4,0.48,0,1,현예슬,4,81,0.32,0.28,0,1,Mishara,5,888,14.0,0.28
1,0,프렌즈으,4,29,1.57,0.83,1243,1,0,강한남자야,5,78,1.67,0.83,0,1,Pandoras,4,222,1.2,0.21,0,1,BaeMe,5,12,4.0,0.21
1,0,good t1me,4,498,1.3,0.95,1244,1,0,한키어x69,5,164,6.44,0.95,0,1,alywill,4,429,5.6,0.63,0,1,실을 재 으뜸 원,5,412,2.0,0.63
0,0,iosabdiusabid,4,360,7.0,0.27,1245,0,0,alywill,5,111,15.0,0.27,1,1,addong,4,145,0.14,0.07,1,1,lbd3,5,12,0.67,0.07
1,0,qi9zkqi,4,115,3.14,0.43,1246,1,0,친힐파,5,99,0.35,0.43,0,1,가만히좀냅둬,4,81,6.75,0.57,0,1,실을 재 으뜸 원,5,555,3.14,0.57
1,0,Xianghanzhi1,4,110,4.4,0.44,1248,1,0,아브레,5,37,1.86,0.44,0,1,몽땅과자,4,429,3.75,0.99,0,1,원딜주면후회안함,5,235,3.2,0.99
0,0,Lovepanpan,4,110,1.12,0.77,1249,0,0,응애나는애기양,5,101,0.11,0.77,1,1, 카베자1,4,81,17.0,0.43,1,1,I Lost Myself,5,432,3.67,0.43
0,0,인생걸고태호시티,4,81,2.2,0.89,1250,0,0,본체만채본체만채,5,53,4.33,0.89,1,1,Tarzaй,4,18,3.5,0.44,1,1,질 발렌타인,5,12,1.38,0.44
0,0,리 플,4,157,1.4,0.65,1251,0,0,나갔찌,5,350,1.41,0.65,1,1,개망나니미친새끼,4,222,1.3,0.41,1,1,엉덩이좀만질께요,5,89,0.86,0.41
0,0,쪼로니,4,81,4.2,0.47,1252,0,0,임뱅딘,5,111,2.0,0.47,1,1,DK Jinbeom,4,145,4.5,0.53,1,1,hongkong d011,5,12,2.0,0.53
1,0,tantaijin,4,222,0.75,0.81,1253,1,0,Bili 2000369,5,99,3.67,0.81,0,1,두 번째 화살,4,202,2.89,0.57,0,1,나를누가막니,5,432,5.33,0.57
1,0,130815,4,119,1.8,0.59,1256,1,0,토실토실한붕어,5,497,11.5,0.59,0,1,disciplinarian,4,236,1.86,0.64,0,1,홍낙현,5,89,4.0,0.64
1,0,TW CBL,4,145,1.08,0.47,1257,1,0,파 향,5,526,0.75,0.47,0,1,130815,4,360,0.0,0.2,0,1,easy하게,5,412,5.0,0.2
1,0,keep think,4,222,1.17,0.24,1258,1,0,abucuoji,5,12,0.38,0.24,0,1,iins,4,523,3.0,0.55,0,1,우그웨이 소사부,5,412,1.33,0.55
0,0,탕볶밥에반했다,4,222,3.0,0.88,1259,0,0,Rui1,5,412,3.0,0.88,1,1,홍철이도끼,4,15,0.91,0.72,1,1,자기객관화를하자,5,53,6.57,0.72
0,0,롤팡팀 원딜,4,110,4.0,0.85,1261,0,0,멘탈잡자냥2,5,12,2.45,0.85,1,1,piop5,4,429,2.5,0.97,1,1,일 편,5,412,3.25,0.97
1,0,EST AD,4,429,1.4,0.27,1262,1,0,못가못가,5,50,2.33,0.27,0,1,dakii,4,222,1.0,0.35,0,1,크림색,5,111,2.5,0.35
1,0,Mid Pungyeon,4,498,3.33,0.24,1263,1,0,죽을 때까지 너만 사랑해,5,111,1.0,0.24,0,1,hayunpupu,4,222,2.2,0.33,0,1,캬하하전용도구,5,412,2.33,0.33
0,0,hayunpupu,4,222,1.0,0.13,1264,0,0,Harambe,5,432,2.33,0.13,1,1,아프리카 러밀,4,202,19.0,0.45,1,1,йico йico йi,5,43,18.0,0.45
1,0,pig컬,4,222,0.33,0.23,1265,1,0,원챔유저세나,5,412,8.0,0.23,0,1,잠자는 일반인,4,81,6.0,0.69,0,1,thinkkk,5,43,1.0,0.69
0,0,qwer123451,4,81,6.83,0.45,1266,0,0,나를누가막니,5,526,6.0,0.45,1,1,Mishara,4,498,4.0,0.32,1,1,Jinjt de juren,5,16,4.0,0.32
0,0,CrazyCat33,4,119,2.0,0.29,1267,0,0,wmy,5,412,7.0,0.29,1,1,juanxincai,4,81,0.0,0.08,1,1,Harambe,5,432,1.4,0.08
0,0,CrazyCat33,4,119,2.33,0.29,1268,0,0,Pyke,5,555,4.5,0.29,1,1,두 번째 화살,4,895,4.78,0.25,1,1,szpt,5,99,3.25,0.25
0,0,인 연,4,222,0.89,0.93,1269,0,0,1 LV ALL IN,5,497,13.0,0.93,1,1,CrazyCat33,4,119,0.79,0.36,1,1,기립박스,5,35,1.43,0.36
1,0,BRO Enosh,4,119,9.0,0.77,1271,1,0,푸쿠이,5,111,3.0,0.77,0,1,Lucky WhaleShark,4,115,5.5,0.47,0,1,йico йico йi,5,43,2.0,0.47
0,0,good team,4,157,1.67,0.45,1273,0,0,IIIIlIlIlIlIlI,5,12,1.0,0.45,1,1,lactea420,4,777,2.67,0.69,1,1,kwise,5,526,8.0,0.69
0,0,아기뚱돼지,4,498,0.88,0.63,1274,0,0,Harambe,5,235,7.22,0.63,1,1,7538,4,145,2.2,0.29,1,1,죽을 때까지 너만 사랑해,5,497,4.33,0.29
1,0,거듭 공격하다,4,222,0.5,0.6,1275,1,0,죽을 때까지 너만 사랑해,5,111,1.52,0.6,0,1,Merry go round1,4,81,5.0,0.55,0,1,서폿챔추천좀,5,555,2.0,0.55
1,0,XDXDMYBAD,4,222,3.61,0.89,1276,1,0,ntbtd3,5,412,3.17,0.89,0,1,Rin Itoshi,4,18,1.95,0.76,0,1,긍정적인시선,5,53,5.0,0.76
1,0,Rin Itoshi,4,18,1.33,0.4,1277,1,0,Khae1,5,74,2.5,0.4,0,1,XDXDMYBAD,4,222,2.17,0.39,0,1,SidaRim,5,16,3.17,0.39
0,0,킬러톱,4,69,2.54,0.51,1278,0,0,yahuam1an,5,89,6.0,0.51,1,1,뚱땡뚱땡뚱,4,145,1.29,0.28,1,1,zxcvbnmlop,5,12,0.6,0.28
1,0,아기뚱돼지,4,51,5.0,0.56,1280,1,0,wuuf wuuf,5,526,1.35,0.56,0,1,Want T0 Be HappY,4,115,4.8,0.76,0,1,쉔드백,5,98,11.0,0.76
1,0,Let u in,4,81,0.5,0.25,1281,1,0,줘패놓기전에 눈 깔고다녀라,5,432,0.75,0.25,0,1,S2Zi존동희S2,4,222,1.0,0.33,0,1,DDDRXX,5,555,5.5,0.33
0,0,두 번째 화살,4,110,2.56,0.33,1282,0,0,Harambe,5,432,4.0,0.33,1,1,해강고 원딜,4,429,1.62,0.41,1,1,sssh3,5,497,1.88,0.41
0,0,lyylyy1,4,15,6.0,0.27,1283,0,0,Kim Sang Hoon,5,526,2.67,0.27,1,1,난 숙제할것이요,4,202,5.0,0.57,1,1,유미를 탄 제라스,5,101,1.5,0.57
1,0,qacewdqfaa,4,145,1.5,0.09,1284,1,0,유미를 탄 제라스,5,101,4.0,0.09,0,1,거듭 공격하다,4,498,4.0,0.73,0,1,isuppose,5,526,3.0,0.73
0,0,Rin Itoshi,4,18,5.8,0.4,1285,0,0,bountyxd,5,12,2.71,0.4,1,1,롤팡팀 원딜,4,222,9.0,0.56,1,1,JeongHoon Lee,5,432,1.1,0.56
0,0,뚱땡뚱땡뚱,4,145,4.0,0.23,1288,0,0,yuedu,5,111,1.67,0.23,1,1,곰이마늘을먹는다,4,222,5.0,0.23,1,1,ooi3,5,235,2.5,0.23
1,0,창원 대학병원,4,145,2.6,0.27,1289,1,0,Let me sup,5,53,8.0,0.27,0,1,laizidiyu,4,498,10.0,0.35,0,1,1 LV ALL IN,5,16,1.0,0.35
1,0,너떳어임마,4,202,4.33,0.81,1290,1,0,KEYL272,5,12,6.33,0.81,0,1,뀨뀨꺄꺄꺄뀨꺄뀨,4,498,9.0,0.53,0,1,호랑이가될남자,5,432,2.33,0.53
0,0,  nauq 0,4,360,2.0,0.28,1291,0,0,서폿챔추천좀,5,555,3.75,0.28,1,1,신이 되는 길요,4,145,2.5,0.96,1,1,bao shi wang,5,44,2.29,0.96
1,0,쑤저우 강,4,126,9.0,0.51,1292,1,0,88664073,5,555,0.4,0.51,0,1,pig컬,4,29,5.0,0.28,0,1,Raindrops Flower,5,497,0.83,0.28
0,0,rooosyzh09,4,429,0.4,0.07,1293,0,0,IgNar,5,12,1.75,0.07,1,1,humzh,4,145,1.53,0.63,1,1,G2 Smoker,5,78,1.57,0.63
1,0,Mla3,4,223,4.0,0.63,1294,1,0,BRO Enosh,5,235,2.67,0.63,0,1,다시한번1,4,81,1.2,0.69,0,1,chainasawman,5,43,3.4,0.69
0,0,광팔햄,4,29,1.5,0.2,1295,0,0,전설이 될 남자,5,53,4.0,0.2,1,1,Hype1,4,360,10.0,0.31,1,1,자신있게 못하기,5,526,1.0,0.31
0,0,cSeRo,4,157,2.33,0.29,1296,0,0,세나쓰레기챔,5,497,10.0,0.29,1,1,daoxinsomok1ng,4,119,5.0,0.43,1,1,qacewdqfaa,5,235,2.33,0.43
0,0,npc 1607,4,145,5.0,0.69,1298,0,0,wendian99,5,526,1.0,0.69,1,1,일광맨,4,119,4.25,0.91,1,1,Shmi7y,5,412,2.22,0.91
0,0,Izichi,4,51,0.0,0.37,1299,0,0,LCLC fans,5,25,5.0,0.37,1,1,daoxinsomok1ng,4,119,1.0,0.13,1,1,8917,5,111,0.43,0.13
0,0,65b08fda7d1a,4,15,2.8,0.21,1302,0,0,BaeMe,5,412,1.25,0.21,1,1,zbmd,4,222,4.33,0.85,1,1,Neck Deep,5,497,7.5,0.85
1,0,명지대카레돈가스,4,81,5.41,0.88,1303,1,0,szpt,5,99,0.38,0.88,0,1,아프리카 러밀,4,202,8.0,0.44,0,1,렐서폿,5,101,1.14,0.44
0,0,잇끼꿍꿍이,4,202,8.5,0.64,1305,0,0,cuicuisha,5,89,2.0,0.64,1,1,iins,4,145,1.33,0.17,1,1,니카 모드,5,12,3.33,0.17
0,0,cuicuisha,4,360,2.0,0.64,1306,0,0,Twitch 전이콜,5,3,10.0,0.64,1,1,iins,4,429,8.5,0.37,1,1,jia xian9 di,5,78,3.0,0.37
0,0,Izichi,4,222,2.6,0.72,1307,0,0,Twitch 전이콜,5,3,2.0,0.72,1,1,gweqoiuj,4,360,2.6,0.25,1,1,cuicuisha,5,12,3.8,0.25
0,0,yskmismyson,4,145,5.0,0.25,1308,0,0,huyaqingchen,5,12,19.0,0.25,1,1,langmanbusi,4,360,5.0,0.92,1,1,jia xian9 di,5,111,1.93,0.92
0,0,난성공,4,498,1.2,0.88,1309,0,0,라면이 맛있다,5,12,22.0,0.88,1,1,Mid Pungyeon,4,222,0.94,0.49,1,1,Honpi,5,497,5.67,0.49
0,0,hbzb,4,145,0.83,0.36,1311,0,0,hawhawneverlucky,5,53,1.48,0.36,1,1,rehpyc,4,429,0.8,0.35,1,1,IIIIlIlIlIlIlI,5,555,3.2,0.35
0,0,BRO Enosh,4,429,5.0,0.49,1312,0,0,의빈아현생을살자,5,888,4.8,0.49,1,1,인 연,4,222,3.6,0.37,1,1,멘탈잡자냥2,5,22,1.33,0.37
1,0,난화내,4,202,3.18,0.8,1313,1,0,mi yun bu yu,5,526,4.0,0.8,0,1,zyjttkx,4,51,2.5,0.2,0,1,협곡피아니스트,5,111,1.75,0.2
0,0,난화내,4,429,1.36,0.47,1314,0,0,le ji sheng bei,5,111,2.25,0.47,1,1,팀솔킬대충함,4,115,3.29,0.56,1,1,협곡피아니스트,5,12,3.0,0.56
1,0,소년최선을다해라,4,29,0.75,0.95,1316,1,0,Harambe,5,432,4.04,0.95,0,1,맥시피언,4,81,6.75,0.4,0,1,DK Walrus,5,497,1.12,0.4
0,0,Lucky WhaleShark,4,115,1.0,0.55,1317,0,0,모딱민,5,555,1.6,0.55,1,1,Rin Itoshi,4,81,4.0,0.57,1,1,Harambe,5,432,5.5,0.57
0,0,처참하다 너네는,4,115,1.0,0.56,1318,0,0,장미장미,5,111,13.0,0.56,1,1,천산절매손,4,222,0.83,0.48,1,1,침착한 대처,5,412,4.0,0.48
1,0,Rin Itoshi,4,523,8.0,0.23,1319,1,0,Lotsoo,5,412,1.0,0.23,0,1,hayunpupu,4,236,7.18,0.67,0,1,카르마 룰루,5,902,0.5,0.67
0,0,커피마시지말자,4,429,3.0,0.64,1320,0,0,ntbtd3,5,526,7.0,0.64,1,1,XDXDMYBAD,4,523,6.0,0.73,1,1,Chu성훈,5,53,7.0,0.73
1,0,override3,4,81,6.62,0.85,1323,1,0,ntbtd3,5,526,1.4,0.85,0,1,DK Jinbeom,4,15,4.5,0.33,0,1,BRO A TOP,5,12,4.2,0.33
1,0,최강 고세구1,4,81,1.0,0.65,1324,1,0,일상생활계정,5,412,7.67,0.65,0,1,rehpyc,4,222,1.12,0.8,0,1,임뱅딘,5,117,4.2,0.8
1,0,йex,4,498,5.5,0.15,1325,1,0,태기베어,5,497,0.2,0.15,0,1,Let u in,4,222,6.0,0.28,0,1,bountyxd,5,902,3.0,0.28
0,0,Let u in,4,21,1.0,0.36,1326,0,0,피들서폿누가함,5,9,0.6,0.36,1,1,킬러톱,4,69,2.0,0.72,1,1,Jinjt de juren,5,12,1.33,0.72
1,0,변쌍호,4,157,2.17,0.51,1327,1,0,졸귀뽀시,5,235,4.5,0.51,0,1,Let u in,4,15,0.58,0.65,0,1,델리델리델리빵,5,432,3.4,0.65
0,0,Let u in,4,57,1.43,0.21,1329,0,0,Mountain Sea,5,235,4.4,0.21,1,1,weioai,4,145,5.25,0.45,1,1,긴장해라쇼메이커,5,111,4.67,0.45
1,0,iins,4,498,0.8,0.2,1331,1,0,Let u in,5,53,0.5,0.2,0,1,두 번째 화살,4,523,7.5,0.19,0,1,랜턴 채찍 그랩,5,412,1.33,0.19
