result_04,team_04,name_04,position_04,champion_id_04,kda_04,kill_influence_04,id,result_05,team_05,name_05,position_05,champion_id_05,kda_05,kill_influence_05,result_14,team_14,name_14,position_14,champion_id_14,kda_14,kill_influence_14,result_15,team_15,name_15,position_15,champion_id_15,kda_15,kill_influence_15
0,0,gxh3,4,145,1.0,0.12,1,0,0,Yursan20010522,5,12,1.2,0.12,1,1,suisnbuna,4,222,14.0,0.33,1,1,ntbtd3,5,902,8.0,0.33
0,0,gxh3,4,222,0.25,0.28,2,0,0,ntbtd3,5,526,3.67,0.28,1,1,신이 되는 길요,4,360,5.0,0.31,1,1,KDF Moham,5,555,17.0,0.31
1,0,gxh3,4,145,1.88,0.63,3,1,0,godeppin,5,12,1.18,0.63,0,1,Gen G samD,4,81,0.78,0.41,0,1,Rascal,5,526,4.67,0.41
1,0,gxh3,4,221,6.0,0.76,4,1,0,20chuan dou pi,5,3,4.94,0.76,0,1,추 이,4,145,1.37,0.48,0,1,kk2dd,5,497,4.0,0.48
1,0,졸귀뽀시,4,15,3.0,0.07,5,1,0,KT Way,5,40,2.5,0.07,0,1,KDF 태윤,4,236,1.27,0.44,0,1,광동귀환,5,12,5.25,0.44
0,0,gxh3,4,222,1.62,0.81,6,0,0,동냥아치,5,59,2.33,0.81,1,1,lactea420,4,51,2.5,0.39,1,1,8917,5,99,4.33,0.39
0,0,gxh3,4,145,2.09,0.79,7,0,0,thinkkk,5,53,1.36,0.79,1,1,88664073,4,222,2.2,0.65,1,1,qsadaeasdz,5,12,3.33,0.65
1,0,Zereal,4,115,4.57,0.67,8,1,0,wendian99,5,526,1.78,0.67,0,1,gxh3,4,222,2.55,0.48,0,1,Dorian3,5,412,1.82,0.48
1,0,lactea420,4,157,3.11,1.0,9,1,0,jqjin,5,111,5.5,1.0,0,1,둘째곰,4,81,2.84,0.77,0,1,wendian99,5,526,6.0,0.77
0,0,방패류만 해요,4,523,1.0,0.29,10,0,0,xxxxxm,5,526,8.0,0.29,1,1,gxh3,4,222,6.0,0.6,1,1,TraytoN,5,3,4.5,0.6
1,0,쿨탱이,4,222,5.62,0.63,11,1,0,태기베어,5,412,0.4,0.63,0,1,gxh3,4,429,0.0,0.05,0,1,실수는실력,5,555,1.25,0.05
1,0,gxh3,4,429,2.33,0.53,13,1,0,긍정적인시선,5,111,2.0,0.53,0,1,qacewdqfaa,4,145,2.0,0.44,0,1,Dorian3,5,53,3.83,0.44
0,0,ASDCTR,4,81,3.5,0.33,14,0,0,긍정적인시선,5,12,3.2,0.33,1,1,gxh3,4,15,2.11,0.49,1,1,Dorian3,5,432,1.42,0.49
0,0,gxh3,4,145,3.0,0.16,15,0,0,마음은멈춘물과같,5,526,1.0,0.16,1,1,Life ls Fast,4,895,4.33,0.57,1,1,Lotsoo,5,16,0.25,0.57
1,0,집공 방관 미포,4,21,1.0,0.39,16,1,0,Pobelter7,5,111,17.0,0.39,0,1,gxh3,4,145,1.75,0.2,0,1,Dorian3,5,526,9.0,0.2
1,0,XDXDMYBAD,4,523,9.0,0.12,17,1,0,NS 바이타루,5,412,4.33,0.12,0,1,gxh3,4,145,1.24,0.68,0,1,멘탈잡자냥2,5,53,3.0,0.68
1,0,gxh3,4,15,1.0,0.25,18,1,0,cuicuisha,5,57,1.0,0.25,0,1,창원 대학병원,4,81,6.0,0.44,0,1,키코하,5,50,2.0,0.44
0,0,창원 대학병원,4,429,1.25,0.81,19,0,0,kk2dd,5,12,1.06,0.81,1,1,gxh3,4,145,4.0,0.28,1,1,키코하,5,50,14.0,0.28
0,0,Prage3,4,145,0.67,0.17,21,0,0,f2kr,5,526,0.86,0.17,1,1,승승산성,4,81,7.0,0.39,1,1,SOODAйGKIM,5,555,20.0,0.39
1,0,zpkfmxkwa,4,81,1.14,0.33,22,1,0,godeppin,5,111,3.33,0.33,0,1,아프리카 러밀,4,145,1.14,0.36,0,1,SOODAйGKIM,5,555,1.75,0.36
1,0,Vetheo1,4,81,1.38,0.64,23,1,0,TraytoN,5,201,5.0,0.64,0,1,lyylyy1,4,119,1.14,0.41,0,1,청출어람3,5,111,2.75,0.41
1,0,Racooй,4,115,1.6,0.87,24,1,0,zxiyuzhonghuhan,5,111,4.67,0.87,0,1,XDXDMYBAD,4,222,3.67,0.41,0,1,ntbtd3,5,902,5.67,0.41
1,0,jia xiang di,4,145,3.2,0.17,25,1,0,코뚱잉,5,235,1.75,0.17,0,1,XDXDMYBAD,4,222,4.06,0.71,0,1,bountyxd,5,111,3.5,0.71
1,0,Gonan2,4,222,2.86,1.0,26,1,0,20231005,5,526,2.43,1.0,0,1,땅우양,4,51,1.25,0.44,0,1,Eren was here,5,12,2.88,0.44
1,0,아기뚱돼지,4,429,1.5,0.36,27,1,0,Eren was here,5,526,0.83,0.36,0,1,BRO A JUG,4,523,8.0,0.31,0,1,슈가하토,5,497,10.0,0.31
0,0,Bobbi Althoff,4,145,7.0,0.21,28,0,0,Harambe,5,432,3.0,0.21,1,1,Lucky WhaleShark,4,51,11.0,0.05,1,1,Dorian3,5,99,1.0,0.05
1,0,졸귀뽀시,4,145,12.33,0.4,29,1,0,Shadow Nia,5,12,0.42,0.4,0,1,Croquette,4,498,24.0,0.44,0,1,BRO DDoiV,5,111,3.2,0.44
1,0,OneZang,4,145,6.33,0.27,30,1,0,T1JaceylovEUzi신,5,497,3.17,0.27,0,1,dxyyyds,4,222,1.34,0.92,0,1,Amadeus1,5,12,4.33,0.92
1,0,난 숙제할것이요,4,360,1.67,0.49,31,1,0,긍정적인시선,5,53,0.5,0.49,0,1,qacewdqfaa,4,895,8.0,0.4,0,1,kwise,5,412,1.17,0.4
1,0,Lucky WhaleShark,4,115,6.5,0.85,32,1,0,jium,5,412,5.5,0.85,0,1,마지막 두달,4,145,3.8,0.12,0,1,T1JaceylovEUzi신,5,526,0.56,0.12
0,0,OneZang,4,51,1.43,0.75,33,0,0,gjgj,5,497,1.86,0.75,1,1,인생걸고태호시티,4,81,4.0,0.59,1,1,Harambe,5,432,1.57,0.59
1,0,인생걸고태호시티,4,222,1.75,0.24,34,1,0,1325654632168,5,12,12.0,0.24,0,1,Rin Itoshi,4,145,2.0,0.09,0,1,Juйwon,5,555,7.5,0.09
1,0,해라단디,4,222,7.86,0.43,35,1,0,모딱민,5,412,12.0,0.43,0,1,집공 방관 미포,4,21,7.5,0.39,0,1,BRO Rookies,5,497,7.0,0.39
1,0,킬러톱,4,69,0.56,0.68,36,1,0,전설이 될 남자,5,555,2.33,0.68,0,1,난 숙제할것이요,4,202,0.76,0.72,0,1,아이럽 맥도날드,5,53,8.5,0.72
1,0,xiangchu1,4,15,5.0,0.16,38,1,0,Mountain Sea,5,235,1.0,0.16,0,1,Gen G SIayer,4,145,1.75,0.6,0,1,Mla3,5,16,16.0,0.6
1,0,장미장미,4,51,1.2,0.28,39,1,0,050918,5,497,2.25,0.28,0,1,롤팡팀 원딜,4,222,3.0,0.49,0,1,grieve sea,5,3,2.0,0.49
0,0,aetcal,4,145,2.1,0.91,40,0,0,wmy,5,53,2.88,0.91,1,1,아이돌 Deft,4,119,1.2,0.47,1,1,grieve sea,5,526,2.25,0.47
1,0,xiangchu1,4,498,3.33,0.45,41,1,0,wuuf wuuf,5,497,18.0,0.45,0,1,Reoki,4,145,1.17,0.23,0,1,동냥아치,5,12,0.56,0.23
1,0,Reoki,4,145,6.5,0.19,42,1,0,cn06midkinggod,5,555,7.0,0.19,0,1,LiZhenHaoUZx04,4,202,4.67,0.68,0,1,러 러,5,518,5.0,0.68
1,0,읽씹맨,4,429,5.7,0.73,43,1,0,Miйous,5,888,1.67,0.73,0,1,Reoki,4,115,2.2,0.39,0,1,Let me sup,5,526,3.67,0.39
1,0,Co1d World,4,498,5.29,0.68,44,1,0,wmy,5,526,0.88,0.68,0,1,Reoki,4,145,2.6,0.32,0,1,I이경우,5,3,4.2,0.32
0,0,Reoki,4,145,3.75,0.23,46,0,0,먹고살게해주세요,5,526,1.43,0.23,1,1,piop5,4,236,1.74,0.88,1,1,NS 바이타루,5,12,1.6,0.88
1,0,BRO Enosh,4,523,3.25,0.31,48,1,0,G2 Smoker,5,12,5.33,0.31,0,1,G2 Zoro,4,236,4.75,0.44,0,1,Reoki,5,518,1.7,0.44
1,0,Reoki,4,145,1.25,0.57,49,1,0,드럼 기타 보컬,5,526,2.5,0.57,0,1,OIO62O54O6O,4,81,2.14,0.4,0,1,상처꽃,5,89,4.0,0.4
1,0,아이고오오오오오,4,222,2.4,0.16,50,1,0,Reoki,5,902,4.25,0.16,0,1,mi yun bu yu,4,115,6.33,0.59,0,1,QianBenYing1,5,111,5.25,0.59
0,0,xiangchu1,4,81,9.0,0.52,51,0,0,DDDRXX,5,12,12.0,0.52,1,1,Reoki,4,145,1.29,0.75,1,1,태기베어,5,518,3.5,0.75
1,0,Reoki,4,222,25.0,0.77,52,1,0,Shadow Nia,5,12,1.57,0.77,0,1,커피마시지말자,4,51,5.25,0.32,0,1,줘패놓기전에 눈 깔고다녀라,5,526,7.33,0.32
0,0,starloving,4,110,0.5,0.15,54,0,0,Rikishi,5,888,4.33,0.15,1,1,xycg,4,429,13.0,0.28,1,1,buyonegetonefre,5,111,0.83,0.28
1,0,doggo0114,4,498,6.33,0.6,55,1,0,Pizano,5,497,4.33,0.6,0,1,Reoki,4,15,2.75,0.25,0,1,우그웨이 소사부,5,432,1.33,0.25
0,0,haoyunpupu,4,29,1.0,0.76,56,0,0,qie zhan xi yi,5,111,2.73,0.76,1,1,KDF Bull,4,15,1.86,0.59,1,1,doggo0114,5,235,9.0,0.59
1,0,langmanbusi,4,81,1.62,0.73,57,1,0,Dragon God King,5,518,15.0,0.73,0,1,LiZhenHaoUZx04,4,15,3.93,0.99,0,1,yahuam1an,5,497,9.5,0.99
0,0,HLE Pyeonsik,4,18,1.75,0.19,58,0,0,마음은멈춘물과같,5,40,1.0,0.19,1,1,숨바꼭질,4,498,6.89,0.47,1,1,hyena06,5,526,0.77,0.47
1,0,HLE Pyeonsik,4,51,5.2,0.61,59,1,0,한알한알달,5,518,2.33,0.61,0,1,Reoki,4,147,1.26,0.93,0,1,IIIIlIlIlIlIlI,5,555,1.57,0.93
1,0,피그차이나,4,222,1.33,0.27,60,1,0,add astra,5,117,3.0,0.27,0,1,65b08fda7d1a,4,15,1.37,0.56,0,1,WinterLux,5,16,2.4,0.56
0,0,Mountain Sea,4,145,0.9,0.39,61,0,0,Rikishi,5,497,2.83,0.39,1,1,zxcvbnmlop,4,498,7.67,0.53,1,1,태기베어,5,111,4.0,0.53
0,0,전설이 될 남자,4,236,7.0,0.88,62,0,0,JeongHoon Lee,5,16,2.29,0.88,1,1,Like 1999,4,223,2.38,0.49,1,1,Mountain Sea,5,235,2.86,0.49
0,0,haoyunpupu,4,15,2.86,0.8,63,0,0,못하기,5,111,4.12,0.8,1,1,npc 1607,4,115,6.0,0.71,1,1,Mountain Sea,5,235,2.2,0.71
1,0,haoyunpupu,4,29,5.0,0.24,66,1,0,고연바,5,432,1.6,0.24,0,1,gweqoiuj,4,523,1.6,0.77,0,1,협곡피아니스트,5,555,2.25,0.77
0,0,누가 최고야,4,429,2.0,0.28,67,0,0,먼지누리,5,497,3.0,0.28,1,1,The Shy YYDS,4,145,3.67,0.52,1,1,푸랑이는5살,5,12,1.77,0.52
1,0,난화내,4,81,2.83,0.57,68,1,0,Rikishi,5,555,5.5,0.57,0,1,longshen,4,777,1.14,0.36,0,1,keep think,5,235,1.43,0.36
1,0,S2Zi존동희S2,4,119,4.08,0.67,69,1,0,카르마 룰루,5,902,3.0,0.67,0,1,asdfkafsd,4,22,1.25,0.48,0,1,svp king,5,526,3.67,0.48
0,0,소년최선을다해라,4,29,1.5,0.56,70,0,0,델리델리델리빵,5,902,5.0,0.56,1,1,S2Zi존동희S2,4,222,3.5,0.27,1,1,TraytoN,5,53,1.12,0.27
1,0,lyylyy1,4,360,8.0,0.31,71,1,0,델리델리델리빵,5,12,2.5,0.31,0,1,S2Zi존동희S2,4,119,17.0,0.73,0,1,표표성재,5,200,1.3,0.73
0,0,SRTSS,4,134,2.0,0.52,72,0,0,Lucky WhaleShark,5,111,4.0,0.52,1,1,S2Zi존동희S2,4,119,1.14,0.59,1,1,델리델리델리빵,5,201,0.88,0.59
0,0,T1 Gumayusi,4,895,4.25,0.67,73,0,0,동냥아치,5,235,5.33,0.67,1,1,졸귀뽀시,4,115,1.83,0.52,1,1,bountyxd,5,526,1.81,0.52
1,0,눈 꽃,4,29,5.0,0.48,74,1,0,f2kr,5,12,7.0,0.48,0,1,후회되냐,4,266,2.25,0.56,0,1,82 attitude ,5,44,2.0,0.56
0,0,T1 Gumayusi,4,145,3.4,0.6,75,0,0,IlIlIlIIlllllIII,5,526,2.83,0.6,1,1,DK Rahel,4,523,1.86,0.75,1,1,라면이 맛있다,5,497,1.57,0.75
0,0,Mid Pungyeon,4,222,0.86,0.69,77,0,0,동냥아치,5,526,1.42,0.69,1,1,Bba,4,429,13.0,0.95,1,1,Lucky WhaleShark,5,111,2.0,0.95
0,0,Mid Pungyeon,4,523,6.18,0.52,78,0,0,Jungle Hard,5,80,1.88,0.52,1,1,city walk1,4,51,1.22,0.41,1,1,동냥아치,5,111,0.5,0.41
1,0,신이 되는 길요,4,429,1.08,0.67,79,1,0,ntbtd3,5,111,3.6,0.67,0,1,XDXDMYBAD,4,523,1.08,0.72,0,1,Dorian3,5,412,7.0,0.72
0,0,전시우 07,4,15,1.5,0.19,80,0,0,Jungle Hard,5,80,3.5,0.19,1,1,xiangchu1,4,81,1.25,0.73,1,1,내 채팅용,5,555,4.33,0.73
1,0,비아비아 ,4,145,3.0,0.25,81,1,0,ainatheend1,5,497,8.0,0.25,0,1,결 혼,4,110,1.0,0.09,0,1,lbd3,5,12,0.75,0.09
0,0,여의도고릴라쉐프,4,145,1.2,0.41,82,0,0,ainatheend1,5,111,7.0,0.41,1,1,Rose bloomforyou,4,498,1.2,0.28,1,1,lbd3,5,12,5.0,0.28
0,0,S2Zi존동희S2,4,119,0.5,0.4,83,0,0,라 코,5,412,4.56,0.4,1,1,Chinata,4,222,0.67,0.33,1,1,ainatheend1,5,53,1.0,0.33
1,0,longshen,4,777,1.0,0.13,84,1,0,jia xian9 di,5,78,0.0,0.13,0,1,아프리카 러밀,4,115,3.5,0.47,0,1,ainatheend1,5,497,7.14,0.47
1,0,gweqoiuj,4,429,4.0,0.44,85,1,0,TraytoN,5,3,4.5,0.44,0,1,냐미공듀,4,202,1.2,0.23,0,1,ainatheend1,5,497,0.8,0.23
1,0,최강 고세구1,4,236,6.67,0.63,86,1,0,tzdltw,5,53,3.0,0.63,0,1,수명단축질병게임,4,222,7.33,0.41,0,1,ainatheend1,5,12,3.0,0.41
0,0,xqwasdzxcfre,4,523,2.33,0.6,87,0,0,ainatheend1,5,497,5.0,0.6,1,1,BDS 고귀한,4,429,0.73,0.65,1,1,상처꽃,5,12,3.83,0.65
0,0,Epilogue for you,4,81,0.5,0.13,88,0,0,리퀴드 코어장전,5,12,1.0,0.13,1,1,XDXDMYBAD,4,145,0.33,0.24,1,1,ainatheend1,5,497,4.33,0.24
0,0,맘순이,4,498,8.0,0.25,89,0,0,Attack 0n Titan,5,111,0.9,0.25,1,1,qwdafarwqr,4,145,4.6,0.41,1,1,ainatheend1,5,497,1.25,0.41
0,0,시리안 fan,4,145,13.0,0.39,90,0,0,ainatheend1,5,497,6.5,0.39,1,1,LiZhenHaoUZx04,4,51,7.09,0.6,1,1,happy lu1u,5,117,8.0,0.6
0,0,city walk1,4,110,8.0,0.41,93,0,0,Lotsoo,5,888,4.8,0.41,1,1,김빵덕1,4,429,1.67,0.36,1,1,ainatheend1,5,12,2.33,0.36
0,0,방패류만 해요,4,81,5.0,0.21,94,0,0,칼과 시계,5,26,4.5,0.21,1,1,카와이 뽀시,4,145,8.0,0.23,1,1,ainatheend1,5,111,2.67,0.23
0,0,Attack 0n Titan,4,498,1.5,0.19,95,0,0,ainatheend1,5,12,5.0,0.19,1,1,이길거야,4,145,2.5,0.61,1,1,AST JJeongHoon,5,526,3.67,0.61
1,0,good team,4,157,1.6,0.47,96,1,0,NS 바이타루,5,111,1.0,0.47,0,1,ainatheend1,4,145,1.0,0.45,0,1,먹고살게해주세요,5,12,2.6,0.45
1,0,Bba,4,67,17.0,0.44,97,1,0,ainatheend1,5,497,2.25,0.44,0,1,daoxinsomok1ng,4,119,5.23,0.6,0,1,라면이 맛있다,5,53,4.0,0.6
0,0,넌나의 A й G E L,4,67,3.04,0.68,98,0,0,ainatheend1,5,497,2.29,0.68,1,1,축신맹구,4,15,1.25,0.48,1,1,학교 공포증,5,432,3.67,0.48
0,0,넌나의 A й G E L,4,523,2.0,0.33,99,0,0,ainatheend1,5,12,9.0,0.33,1,1,aaaddddd,4,145,1.09,0.83,1,1,huyaqingchen,5,526,2.2,0.83
1,0,bnnae,4,429,1.0,0.69,100,1,0,ainatheend1,5,497,1.33,0.69,0,1,Rifle,4,145,10.0,0.4,0,1,Ego Battle,5,12,0.78,0.4
0,0,Let u in,4,498,0.8,0.12,101,0,0,SouthwindZz2,5,53,1.0,0.12,1,1,hayunpupu,4,222,6.5,0.27,1,1,xxxxxm,5,412,7.5,0.27
0,0,йejbazz,4,18,2.5,0.31,102,0,0,gjgj,5,497,2.33,0.31,1,1,NS OddEye,4,498,2.29,0.32,1,1,전설이 될 남자,5,53,2.38,0.32
0,0,미소 엄마3,4,429,0.0,0.48,103,0,0,KSCERATO,5,526,5.0,0.48,1,1,blue the wizard,4,119,2.33,0.61,1,1,Shadow Nia,5,111,3.33,0.61
1,0,qsadaeasdz,4,51,0.0,0.15,104,1,0,청출어람3,5,432,1.33,0.15,0,1,blue the wizard,4,147,0.25,0.29,0,1,Khae1,5,235,5.0,0.29
0,0,숨바꼭질,4,498,1.0,0.27,105,0,0,청출어람3,5,235,0.95,0.27,1,1,npc 1607,4,145,2.33,0.49,1,1,Khae1,5,432,1.0,0.49
0,0,HLE Pyeonsik,4,523,4.45,0.6,106,0,0,yskmismyson,5,111,1.27,0.6,1,1,으끄으끄,4,119,1.0,0.19,1,1,HLE Pooh,5,12,2.67,0.19
0,0,jia xiang d1,4,145,1.33,0.33,107,0,0,aaaddddd,5,53,3.0,0.33,1,1,오징오뀨,4,51,2.5,0.16,1,1,BRO DDoiV,5,526,1.0,0.16
0,0,Bba,4,145,1.88,0.48,108,0,0,G1psyDanger,5,420,3.0,0.48,1,1,이성조,4,429,1.5,0.19,1,1,Rikishi,5,555,3.0,0.19
1,0,이성조,4,15,1.87,0.84,109,1,0,Lotsoo,5,235,1.8,0.84,0,1,Vetheo1,4,145,0.57,0.13,0,1,NS 바이타루,5,12,3.0,0.13
1,0,채팅참기챌린지,4,145,16.0,0.37,110,1,0,TheNutzz,5,111,20.0,0.37,0,1,contact me WE,4,22,8.0,0.49,0,1,KSCERATO,5,201,8.5,0.49
1,0,HLE Pyeonsik,4,145,2.0,0.53,111,1,0,hyena06,5,526,19.0,0.53,0,1,아프리카 러밀,4,221,1.4,0.41,0,1,Life1,5,497,2.67,0.41
0,0,카와이 뽀시,4,221,0.8,0.59,112,0,0,정훈이의 모험,5,432,2.0,0.59,1,1,자신을 통제해라,4,15,1.83,0.13,1,1,Lotsoo,5,12,15.0,0.13
0,0,피그차이나,4,429,3.4,0.35,113,0,0,pasts,5,89,4.0,0.35,1,1,Mireia,4,145,5.0,0.47,1,1,정훈이의 모험,5,518,3.0,0.47
0,0,댕청잇,4,110,5.5,0.19,114,0,0,Khae1,5,43,1.83,0.19,1,1,ADC0419,4,81,6.0,0.35,1,1,TraytoN,5,432,3.25,0.35
0,0,Decay,4,360,7.5,0.24,115,0,0,Attack 0n Titan,5,12,1.2,0.24,1,1,S2Zi존동희S2,4,119,1.91,0.36,1,1,Y0йe,5,35,4.67,0.36
1,0,Micro Ondas,4,22,14.0,0.68,116,1,0,배나무,5,201,7.0,0.68,0,1,에이 X E,4,119,6.5,0.28,0,1,whomtorelyon,5,526,4.5,0.28
1,0,йex,4,81,0.5,0.24,117,1,0,Welcome 2 maimai,5,40,14.0,0.24,0,1,Yep1ggy,4,29,7.0,0.43,0,1,MlDMlD,5,89,7.43,0.43
1,0,Rin Itoshi,4,119,7.0,0.31,118,1,0,xiao ting bao 3,5,111,1.0,0.31,0,1,전설이 될 남자,4,145,5.0,0.23,0,1,쌔 DI,5,201,1.0,0.23
0,0,창원 대학병원,4,429,0.0,0.35,119,0,0,HLE Duro,5,111,10.0,0.35,1,1,contact me WE,4,145,8.0,0.15,1,1,Attack 0n Titan,5,12,1.5,0.15
0,0,contact me WE,4,498,0.57,0.39,120,0,0,내 공간으로 이동,5,12,3.0,0.39,1,1,asdasdzzxacc,4,145,13.0,0.23,1,1,서폿챔추천좀,5,555,5.0,0.23
0,0,qsadaeasdz,4,145,1.14,0.19,121,0,0,huyaqingchen,5,201,4.5,0.19,1,1,jia xiang d1,4,360,3.0,0.27,1,1,전략적죽음,5,12,1.67,0.27
0,0,Deft DK,4,202,1.45,0.4,122,0,0,qsadaeasdz,5,497,1.0,0.4,1,1, hoekba,4,110,26.0,0.39,1,1,jia xiang d1,5,235,0.43,0.39
0,0,jia xiang d1,4,202,7.67,0.33,123,0,0,이삭토스트사장,5,89,5.5,0.33,1,1,이성조,4,235,15.0,0.95,1,1,huyaqingchen,5,526,2.6,0.95
0,0,jia xiang d1,4,360,4.04,0.85,124,0,0,hyena06,5,526,2.4,0.85,1,1,aaaddddd,4,145,2.43,0.6,1,1,JeongHoon Lee,5,12,1.44,0.6
0,0,난성공,4,429,1.43,0.36,125,0,0,yskmismyson,5,12,2.0,0.36,1,1,jia xiang d1,4,145,5.2,0.89,1,1,줘패놓기전에 눈 깔고다녀라,5,111,1.33,0.89
0,0,상식적으로,4,15,5.67,0.73,126,0,0,xiaocann,5,12,3.08,0.73,1,1,jia xiang d1,4,360,3.0,0.65,1,1,huyaqingchen,5,526,2.0,0.65
0,0,jia xiang d1,4,523,14.0,0.49,128,0,0,델리델리델리빵,5,497,4.0,0.49,1,1,NS OddEye,4,222,0.71,0.23,1,1,JeongHoon Lee,5,432,1.8,0.23
1,0,jia xiang d1,4,222,2.25,0.28,129,1,0,DDDRXX,5,89,1.8,0.28,0,1,qsadaeasdz,4,429,1.8,0.68,0,1,Lehends,5,53,5.45,0.68
1,0,jia xiang d1,4,145,4.47,0.63,130,1,0,DDDRXX,5,111,1.0,0.63,0,1,qsadaeasdz,4,429,8.0,0.51,0,1,Moham12345,5,518,1.46,0.51
1,0,NS OddEye,4,81,2.44,1.0,131,1,0,jia xiang d1,5,235,1.57,1.0,0,1,Let u in,4,202,4.0,0.45,0,1,NS Jiwoo,5,223,4.67,0.45
0,0,HLE Lure,4,15,0.8,0.73,132,0,0,BRO Gyosoo,5,111,1.49,0.73,1,1,jia xiang d1,4,145,5.25,0.96,1,1,카와이 뽀시,5,235,2.33,0.96
0,0,xi1,4,429,1.33,0.39,133,0,0,으끄으끄,5,432,1.5,0.39,1,1,jia xiang d1,4,523,1.67,0.12,1,1,Bbvoy,5,12,7.0,0.12
1,0,난성공,4,202,2.6,0.59,134,1,0,jia xiang d1,5,101,7.0,0.59,0,1,Bbvoy,4,51,2.4,0.19,0,1,wo naozi buhao,5,518,1.0,0.19
0,0,jia xiang d1,4,360,3.29,0.53,135,0,0,B0NN1E,5,497,2.78,0.53,1,1,읽씹맨,4,429,1.36,0.69,1,1,T1JaceylovEUzi신,5,518,3.2,0.69
1,0,jia xiang d1,4,145,1.67,0.84,136,1,0,수명단축협곡,5,53,2.78,0.84,0,1,daoxinwengu1,4,498,1.0,0.88,0,1,Moham12345,5,12,8.0,0.88
0,0,NS OddEye,4,145,2.67,0.47,137,0,0,jia xiang d1,5,235,3.89,0.47,1,1,카와이 뽀시,4,81,4.5,0.27,1,1,Croquette,5,518,0.25,0.27
1,0,Noob piss off,4,360,0.2,0.27,138,1,0,댕청잇,5,497,9.0,0.27,0,1,jia xiang d1,4,202,2.0,0.23,0,1,dlwlrma22,5,12,1.33,0.23
0,0,카와이 뽀시,4,145,2.25,0.17,139,0,0,jia xiang d1,5,235,1.2,0.17,1,1,소년가장 원딜,4,498,2.33,0.53,1,1,aowamzosq,5,497,1.5,0.53
1,0,jia xiang d1,4,145,4.0,0.33,140,1,0,na ge nan ren,5,526,1.33,0.33,0,1,HLE Lure,4,498,2.14,0.57,0,1,sry team my bad,5,497,2.96,0.57
1,0,TSM JG,4,145,13.0,0.31,141,1,0,상처꽃,5,497,7.5,0.31,0,1,keep think,4,523,1.0,0.12,0,1,Capoo,5,235,0.14,0.12
0,0,keep think,4,222,8.0,0.43,142,0,0,러 러,5,201,6.89,0.43,1,1,qsadaeasdz,4,110,3.5,0.25,1,1,rainbow08,5,555,3.0,0.25
1,0,상식적으로,4,202,5.14,0.67,143,1,0,델리델리델리빵,5,12,0.85,0.67,0,1,방패류만 해요,4,222,3.11,0.32,0,1,늑대의사,5,412,5.0,0.32
0,0,난모든것에서Bear,4,115,14.0,0.21,145,0,0,의빈아현생을살자,5,147,7.0,0.21,1,1,йico йico йi,4,222,15.0,0.47,1,1,못하기,5,497,0.0,0.47
1,0,Falling cold,4,81,1.67,0.31,146,1,0,I이경우,5,526,1.67,0.31,0,1,미스포츈외길인생,4,21,5.0,0.39,0,1,Want T0 Be HappY,5,235,4.4,0.39
1,0,G2 Straw hat,4,429,1.27,0.32,147,1,0,못하기,5,111,0.86,0.32,0,1,당신너무예뻐,4,119,0.67,0.27,0,1,JeongHoon Lee,5,432,1.8,0.27
1,0,7538,4,222,1.0,0.59,149,1,0,멘탈잡자냥2,5,412,3.8,0.59,0,1,다시는 지지않아,4,163,2.6,0.25,0,1,720Cloud,5,12,8.0,0.25
1,0,읽씹맨,4,523,0.67,0.16,150,1,0,상처꽃,5,526,1.25,0.16,0,1,결 혼,4,145,0.4,0.43,0,1,ntbtd3,5,111,5.62,0.43
0,0,창원 대학병원,4,51,1.0,0.24,151,0,0,Shire Reeve,5,235,7.5,0.24,1,1,초카와이나나쿤,4,498,1.0,0.75,1,1,Jerma985,5,201,5.79,0.75
0,0,신이 되는 길요,4,81,1.1,0.32,152,0,0,BRO Rookies,5,518,3.17,0.32,1,1,qacewdqfaa,4,145,2.88,0.57,1,1,sanghyxxn,5,497,6.0,0.57
1,0,LiZhenHaoUZx04,4,29,10.0,0.35,153,1,0,sanghyxxn,5,497,3.75,0.35,0,1,지건킹보고 배움 ,4,81,5.0,0.64,0,1,thinkkk,5,43,7.0,0.64
0,0,bababaabam,4,202,13.0,0.19,154,0,0,나를누가막니,5,432,13.0,0.19,1,1,BRO Enosh,4,51,0.83,0.61,1,1,Bili 2000369,5,99,1.5,0.61
1,0,해강고 원딜,4,429,4.0,0.77,155,1,0,Juйwon,5,111,1.54,0.77,0,1,Mishara,4,119,5.0,0.69,0,1,렝가레넥톤볼베,5,117,5.0,0.69
0,0,Attack Fight,4,145,3.75,0.76,156,0,0,gky3,5,111,2.0,0.76,1,1,hayunpupu,4,15,3.75,0.85,1,1,카르맛,5,43,3.8,0.85
0,0,비아비아 ,4,81,1.91,0.96,157,0,0,Harambe,5,432,3.75,0.96,1,1,Pychome,4,145,0.89,0.15,1,1,위로 올라가다,5,12,4.0,0.15
1,0,qingbaoOVO,4,429,2.0,0.36,158,1,0,yuedu,5,432,7.0,0.36,0,1,Daydreamer d,4,498,1.67,0.43,0,1,TraytoN,5,12,1.67,0.43
0,0,읽씹맨,4,22,1.14,0.2,159,0,0,Twitch 전이콜,5,3,1.5,0.2,1,1,xycg,4,429,2.6,0.44,1,1,Mengqiuqiu,5,526,6.0,0.44
